---Min Power Records---
Gen 309 : 0.0
Gen 310 : 0.0
Gen 311 : 0.0
Gen 312 : 0.0
Gen 313 : 0.0
Gen 314 : 0.0
Gen 315 : 0.0
Gen 316 : 0.0
Gen 317 : 0.0
Gen 318 : 0.0
Gen 319 : 0.0
Gen 320 : 0.0
Gen 321 : 0.0
Gen 322 : 0.0
Gen 323 : 0.0
Gen 324 : 0.0
Gen 325 : 0.0
Gen 326 : 0.0
Gen 327 : 0.0
Gen 328 : 0.0
Gen 329 : 0.0
Gen 330 : 0.0
Gen 331 : 0.0
Gen 332 : 0.0
Gen 333 : 0.0
Gen 334 : 0.0
Gen 335 : 0.0
Gen 336 : 0.0
Gen 337 : 0.0
Gen 338 : 0.0
Gen 339 : 0.0
Gen 340 : 0.0
Gen 341 : 0.0
Gen 342 : 0.0
Gen 343 : 0.0
Gen 344 : 0.0
Gen 345 : 0.0
Gen 346 : 0.0
Gen 347 : 0.0
Gen 348 : 0.0
Gen 349 : 0.0
Gen 350 : 0.0
Gen 351 : 0.0
Gen 352 : 0.0
Gen 353 : 0.0
Gen 354 : 0.0
Gen 355 : 0.0
Gen 356 : 0.0
Gen 357 : 0.0
Gen 358 : 0.0
Gen 359 : 0.0
Gen 360 : 0.0
Gen 361 : 0.0
Gen 362 : 0.0
Gen 363 : 0.0
Gen 364 : 0.0
Gen 365 : 0.0
Gen 366 : 0.0
Gen 367 : 0.0
Gen 368 : 0.0
Gen 369 : 0.0
Gen 370 : 0.0
Gen 371 : 0.0
Gen 372 : 0.0
Gen 373 : 0.0
Gen 374 : 0.0
Gen 375 : 0.0
Gen 376 : 0.0
Gen 377 : 0.0
Gen 378 : 0.0
Gen 379 : 0.0
Gen 380 : 0.0
Gen 381 : 0.0
Gen 382 : 0.0
Gen 383 : 0.0
Gen 384 : 0.0
