---Min Power Records---
Gen 108 : 0.0
Gen 109 : 0.0
Gen 110 : 0.0
Gen 111 : 0.0
Gen 112 : 0.0
Gen 113 : 0.0
Gen 114 : 0.0
Gen 115 : 0.0
Gen 116 : 0.0
Gen 117 : 0.0
Gen 118 : 0.0
Gen 119 : 0.0
Gen 120 : 0.0
Gen 121 : 0.0
Gen 122 : 0.0
Gen 123 : 0.0
Gen 124 : 0.0
Gen 125 : 0.0
Gen 126 : 0.0
Gen 127 : 0.0
Gen 128 : 0.0
Gen 129 : 0.0
Gen 130 : 0.0
Gen 131 : 0.0
Gen 132 : 0.0
Gen 133 : 0.0
Gen 134 : 0.0
Gen 135 : 0.0
Gen 136 : 0.0
Gen 137 : 0.0
Gen 138 : 0.0
Gen 139 : 0.0
Gen 140 : 0.0
Gen 141 : 0.0
Gen 142 : 0.0
Gen 143 : 0.0
Gen 144 : 0.0
Gen 145 : 0.0
Gen 146 : 0.0
Gen 147 : 0.0
Gen 148 : 0.0
Gen 149 : 0.0
Gen 150 : 0.0
Gen 151 : 0.0
Gen 152 : 0.0
Gen 153 : 0.0
Gen 154 : 0.0
Gen 155 : 0.0
Gen 156 : 0.0
Gen 157 : 0.0
Gen 158 : 0.0
Gen 159 : 0.0
Gen 160 : 0.0
Gen 161 : 0.0
Gen 162 : 0.0
Gen 163 : 0.0
Gen 164 : 0.0
Gen 165 : 0.0
Gen 166 : 0.0
Gen 167 : 0.0
Gen 168 : 0.0
Gen 169 : 0.0
Gen 170 : 0.0
Gen 171 : 0.0
Gen 172 : 0.0
Gen 173 : 0.0
Gen 174 : 0.0
Gen 175 : 0.0
Gen 176 : 0.0
Gen 177 : 0.0
Gen 178 : 0.0
Gen 179 : 0.0
Gen 180 : 0.0
Gen 181 : 0.0
Gen 182 : 0.0
Gen 183 : 0.0
Gen 184 : 0.0
Gen 185 : 0.0
Gen 186 : 0.0
Gen 187 : 0.0
Gen 188 : 0.0
Gen 189 : 0.0
Gen 190 : 0.0
Gen 191 : 0.0
Gen 192 : 0.0
Gen 193 : 0.0
Gen 194 : 0.0
Gen 195 : 0.0
Gen 196 : 0.0
Gen 197 : 0.0
Gen 198 : 0.0
Gen 199 : 0.0
Gen 200 : 0.0
Gen 201 : 0.0
Gen 202 : 0.0
Gen 203 : 0.0
Gen 204 : 0.0
Gen 205 : 0.0
Gen 206 : 0.0
Gen 207 : 0.0
Gen 208 : 0.0
Gen 209 : 0.0
Gen 210 : 0.0
Gen 211 : 0.0
Gen 212 : 0.0
Gen 213 : 0.0
Gen 214 : 0.0
Gen 215 : 0.0
Gen 216 : 0.0
Gen 217 : 0.0
Gen 218 : 0.0
Gen 219 : 0.0
Gen 220 : 0.0
Gen 221 : 0.0
Gen 222 : 0.0
Gen 223 : 0.0
Gen 224 : 0.0
Gen 225 : 0.0
Gen 226 : 0.0
Gen 227 : 0.0
Gen 228 : 0.0
Gen 229 : 0.0
Gen 230 : 0.0
Gen 231 : 0.0
Gen 232 : 0.0
Gen 233 : 0.0
Gen 234 : 0.0
Gen 235 : 0.0
Gen 236 : 0.0
Gen 237 : 0.0
Gen 238 : 0.0
Gen 239 : 0.0
Gen 240 : 0.0
Gen 241 : 0.0
Gen 242 : 0.0
Gen 243 : 0.0
Gen 244 : 0.0
Gen 245 : 0.0
Gen 246 : 0.0
Gen 247 : 0.0
Gen 248 : 0.0
Gen 249 : 0.0
Gen 250 : 0.0
Gen 251 : 0.0
Gen 252 : 0.0
Gen 253 : 0.0
Gen 254 : 0.0
Gen 255 : 0.0
Gen 256 : 0.0
Gen 257 : 0.0
Gen 258 : 0.0
Gen 259 : 0.0
Gen 260 : 0.0
Gen 261 : 0.0
Gen 262 : 0.0
Gen 263 : 0.0
Gen 264 : 0.0
Gen 265 : 0.0
Gen 266 : 0.0
Gen 267 : 0.0
Gen 268 : 0.0
Gen 269 : 0.0
Gen 270 : 0.0
Gen 271 : 0.0
Gen 272 : 0.0
Gen 273 : 0.0
Gen 274 : 0.0
Gen 275 : 0.0
Gen 276 : 0.0
Gen 277 : 0.0
Gen 278 : 0.0
Gen 279 : 0.0
Gen 280 : 0.0
Gen 281 : 0.0
Gen 282 : 0.0
Gen 283 : 0.0
Gen 284 : 0.0
Gen 285 : 0.0
Gen 286 : 0.0
Gen 287 : 0.0
Gen 288 : 0.0
Gen 289 : 0.0
Gen 290 : 0.0
Gen 291 : 0.0
Gen 292 : 0.0
Gen 293 : 0.0
Gen 294 : 0.0
Gen 295 : 0.0
Gen 296 : 0.0
Gen 297 : 0.0
Gen 298 : 0.0
Gen 299 : 0.0
Gen 300 : 0.0
Gen 301 : 0.0
Gen 302 : 0.0
Gen 303 : 0.0
Gen 304 : 0.0
Gen 305 : 0.0
Gen 306 : 0.0
Gen 307 : 0.0
Gen 308 : 0.0
Gen 309 : 0.0
Gen 310 : 0.0
Gen 311 : 0.0
Gen 312 : 0.0
Gen 313 : 0.0
Gen 314 : 0.0
Gen 315 : 0.0
Gen 316 : 0.0
Gen 317 : 0.0
Gen 318 : 0.0
Gen 319 : 0.0
Gen 320 : 0.0
Gen 321 : 0.0
Gen 322 : 0.0
Gen 323 : 0.0
Gen 324 : 0.0
Gen 325 : 0.0
Gen 326 : 0.0
Gen 327 : 0.0
Gen 328 : 0.0
Gen 329 : 0.0
Gen 330 : 0.0
Gen 331 : 0.0
Gen 332 : 0.0
Gen 333 : 0.0
Gen 334 : 0.0
Gen 335 : 0.0
Gen 336 : 0.0
Gen 337 : 0.0
Gen 338 : 0.0
Gen 339 : 0.0
Gen 340 : 0.0
Gen 341 : 0.0
Gen 342 : 0.0
Gen 343 : 0.0
Gen 344 : 0.0
Gen 345 : 0.0
Gen 346 : 0.0
Gen 347 : 0.0
Gen 348 : 0.0
Gen 349 : 0.0
Gen 350 : 0.0
Gen 351 : 0.0
Gen 352 : 0.0
Gen 353 : 0.0
Gen 354 : 0.0
Gen 355 : 0.0
Gen 356 : 0.0
Gen 357 : 0.0
Gen 358 : 0.0
Gen 359 : 0.0
Gen 360 : 0.0
Gen 361 : 0.0
Gen 362 : 0.0
Gen 363 : 0.0
Gen 364 : 0.0
Gen 365 : 0.0
Gen 366 : 0.0
Gen 367 : 0.0
Gen 368 : 0.0
Gen 369 : 0.0
Gen 370 : 0.0
Gen 371 : 0.0
Gen 372 : 0.0
Gen 373 : 0.0
Gen 374 : 0.0
Gen 375 : 0.0
Gen 376 : 0.0
Gen 377 : 0.0
Gen 378 : 0.0
Gen 379 : 0.0
Gen 380 : 0.0
Gen 381 : 0.0
Gen 382 : 0.0
Gen 383 : 0.0
Gen 384 : 0.0
